#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5473   0.494032E-01  -0.120466E-02   0.140476E-07  -0.120466E-02   0.145689E-02   0.605849E-10   0.140476E-07   0.605849E-10   0.955703E-10
  5474   0.493103E-01  -0.120839E-02   0.140359E-07  -0.120839E-02   0.145292E-02   0.607218E-10   0.140359E-07   0.607218E-10   0.954989E-10
  5475   0.492189E-01  -0.121212E-02   0.140241E-07  -0.121212E-02   0.144888E-02   0.608574E-10   0.140241E-07   0.608574E-10   0.954276E-10
  5476   0.491282E-01  -0.121563E-02   0.140124E-07  -0.121563E-02   0.144491E-02   0.609919E-10   0.140124E-07   0.609919E-10   0.953563E-10
  5477   0.490384E-01  -0.121921E-02   0.140007E-07  -0.121921E-02   0.144094E-02   0.611253E-10   0.140007E-07   0.611253E-10   0.952852E-10
  5478   0.489492E-01  -0.122263E-02   0.139890E-07  -0.122263E-02   0.143697E-02   0.612575E-10   0.139890E-07   0.612575E-10   0.952140E-10
  5479   0.488601E-01  -0.122606E-02   0.139773E-07  -0.122606E-02   0.143285E-02   0.613885E-10   0.139773E-07   0.613885E-10   0.951430E-10
  5480   0.487725E-01  -0.122933E-02   0.139657E-07  -0.122933E-02   0.142887E-02   0.615184E-10   0.139657E-07   0.615184E-10   0.950720E-10
  5481   0.486864E-01  -0.123267E-02   0.139541E-07  -0.123267E-02   0.142468E-02   0.616471E-10   0.139541E-07   0.616471E-10   0.950010E-10
  5482   0.486011E-01  -0.123579E-02   0.139425E-07  -0.123579E-02   0.142062E-02   0.617746E-10   0.139425E-07   0.617746E-10   0.949301E-10
  5483   0.485158E-01  -0.123890E-02   0.139309E-07  -0.123890E-02   0.141664E-02   0.619010E-10   0.139309E-07   0.619010E-10   0.948593E-10
  5484   0.484319E-01  -0.124187E-02   0.139194E-07  -0.124187E-02   0.141244E-02   0.620263E-10   0.139194E-07   0.620263E-10   0.947886E-10
  5485   0.483481E-01  -0.124483E-02   0.139079E-07  -0.124483E-02   0.140831E-02   0.621504E-10   0.139079E-07   0.621504E-10   0.947179E-10
  5486   0.482659E-01  -0.124764E-02   0.138964E-07  -0.124764E-02   0.140418E-02   0.622733E-10   0.138964E-07   0.622733E-10   0.946472E-10
  5487   0.481836E-01  -0.125045E-02   0.138849E-07  -0.125045E-02   0.139989E-02   0.623952E-10   0.138849E-07   0.623952E-10   0.945767E-10
  5488   0.481028E-01  -0.125310E-02   0.138734E-07  -0.125310E-02   0.139576E-02   0.625158E-10   0.138734E-07   0.625158E-10   0.945061E-10
  5489   0.480228E-01  -0.125561E-02   0.138620E-07  -0.125561E-02   0.139155E-02   0.626354E-10   0.138620E-07   0.626354E-10   0.944357E-10
  5490   0.479428E-01  -0.125819E-02   0.138506E-07  -0.125819E-02   0.138748E-02   0.627538E-10   0.138506E-07   0.627538E-10   0.943653E-10
  5491   0.478643E-01  -0.126054E-02   0.138393E-07  -0.126054E-02   0.138327E-02   0.628711E-10   0.138393E-07   0.628711E-10   0.942950E-10
  5492   0.477859E-01  -0.126289E-02   0.138279E-07  -0.126289E-02   0.137898E-02   0.629872E-10   0.138279E-07   0.629872E-10   0.942247E-10
  5493   0.477089E-01  -0.126508E-02   0.138166E-07  -0.126508E-02   0.137483E-02   0.631022E-10   0.138166E-07   0.631022E-10   0.941545E-10
  5494   0.476320E-01  -0.126720E-02   0.138053E-07  -0.126720E-02   0.137061E-02   0.632161E-10   0.138053E-07   0.632161E-10   0.940843E-10
  5495   0.475558E-01  -0.126925E-02   0.137940E-07  -0.126925E-02   0.136632E-02   0.633289E-10   0.137940E-07   0.633289E-10   0.940142E-10
  5496   0.474796E-01  -0.127114E-02   0.137827E-07  -0.127114E-02   0.136210E-02   0.634405E-10   0.137827E-07   0.634405E-10   0.939442E-10
  5497   0.474050E-01  -0.127303E-02   0.137715E-07  -0.127303E-02   0.135780E-02   0.635510E-10   0.137715E-07   0.635510E-10   0.938742E-10
  5498   0.473311E-01  -0.127477E-02   0.137603E-07  -0.127477E-02   0.135343E-02   0.636604E-10   0.137603E-07   0.636604E-10   0.938043E-10
  5499   0.472572E-01  -0.127643E-02   0.137491E-07  -0.127643E-02   0.134912E-02   0.637687E-10   0.137491E-07   0.637687E-10   0.937344E-10
  5500   0.471841E-01  -0.127794E-02   0.137379E-07  -0.127794E-02   0.134475E-02   0.638759E-10   0.137379E-07   0.638759E-10   0.936646E-10
  5501   0.471125E-01  -0.127945E-02   0.137268E-07  -0.127945E-02   0.134044E-02   0.639820E-10   0.137268E-07   0.639820E-10   0.935949E-10
  5502   0.470409E-01  -0.128073E-02   0.137157E-07  -0.128073E-02   0.133614E-02   0.640869E-10   0.137157E-07   0.640869E-10   0.935252E-10
  5503   0.469700E-01  -0.128201E-02   0.137046E-07  -0.128201E-02   0.133176E-02   0.641908E-10   0.137046E-07   0.641908E-10   0.934556E-10
  5504   0.468992E-01  -0.128329E-02   0.136935E-07  -0.128329E-02   0.132737E-02   0.642935E-10   0.136935E-07   0.642935E-10   0.933860E-10
  5505   0.468284E-01  -0.128434E-02   0.136825E-07  -0.128434E-02   0.132306E-02   0.643952E-10   0.136825E-07   0.643952E-10   0.933165E-10
  5506   0.467591E-01  -0.128524E-02   0.136714E-07  -0.128524E-02   0.131860E-02   0.644957E-10   0.136714E-07   0.644957E-10   0.932471E-10
  5507   0.466906E-01  -0.128614E-02   0.136604E-07  -0.128614E-02   0.131429E-02   0.645951E-10   0.136604E-07   0.645951E-10   0.931777E-10
  5508   0.466228E-01  -0.128688E-02   0.136495E-07  -0.128688E-02   0.130990E-02   0.646935E-10   0.136495E-07   0.646935E-10   0.931084E-10
  5509   0.465543E-01  -0.128748E-02   0.136385E-07  -0.128748E-02   0.130559E-02   0.647907E-10   0.136385E-07   0.647907E-10   0.930391E-10
  5510   0.464873E-01  -0.128807E-02   0.136276E-07  -0.128807E-02   0.130120E-02   0.648869E-10   0.136276E-07   0.648869E-10   0.929699E-10
  5511   0.464204E-01  -0.128851E-02   0.136167E-07  -0.128851E-02   0.129680E-02   0.649820E-10   0.136167E-07   0.649820E-10   0.929007E-10
  5512   0.463534E-01  -0.128895E-02   0.136058E-07  -0.128895E-02   0.129233E-02   0.650760E-10   0.136058E-07   0.650760E-10   0.928316E-10
  5513   0.462879E-01  -0.128917E-02   0.135949E-07  -0.128917E-02   0.128794E-02   0.651689E-10   0.135949E-07   0.651689E-10   0.927626E-10
  5514   0.462218E-01  -0.128930E-02   0.135841E-07  -0.128930E-02   0.128362E-02   0.652607E-10   0.135841E-07   0.652607E-10   0.926936E-10
  5515   0.461564E-01  -0.128936E-02   0.135732E-07  -0.128936E-02   0.127922E-02   0.653514E-10   0.135732E-07   0.653514E-10   0.926247E-10
  5516   0.460917E-01  -0.128927E-02   0.135625E-07  -0.128927E-02   0.127474E-02   0.654411E-10   0.135625E-07   0.654411E-10   0.925558E-10
  5517   0.460271E-01  -0.128911E-02   0.135517E-07  -0.128911E-02   0.127027E-02   0.655297E-10   0.135517E-07   0.655297E-10   0.924870E-10
  5518   0.459632E-01  -0.128886E-02   0.135409E-07  -0.128886E-02   0.126586E-02   0.656172E-10   0.135409E-07   0.656172E-10   0.924182E-10
  5519   0.459008E-01  -0.128847E-02   0.135302E-07  -0.128847E-02   0.126139E-02   0.657036E-10   0.135302E-07   0.657036E-10   0.923495E-10
  5520   0.458370E-01  -0.128799E-02   0.135195E-07  -0.128799E-02   0.125698E-02   0.657890E-10   0.135195E-07   0.657890E-10   0.922809E-10
  5521   0.457754E-01  -0.128744E-02   0.135088E-07  -0.128744E-02   0.125250E-02   0.658733E-10   0.135088E-07   0.658733E-10   0.922123E-10
  5522   0.457130E-01  -0.128682E-02   0.134981E-07  -0.128682E-02   0.124816E-02   0.659566E-10   0.134981E-07   0.659566E-10   0.921438E-10
  5523   0.456507E-01  -0.128604E-02   0.134875E-07  -0.128604E-02   0.124368E-02   0.660387E-10   0.134875E-07   0.660387E-10   0.920753E-10
  5524   0.455899E-01  -0.128504E-02   0.134769E-07  -0.128504E-02   0.123934E-02   0.661199E-10   0.134769E-07   0.661199E-10   0.920069E-10
  5525   0.455291E-01  -0.128411E-02   0.134663E-07  -0.128411E-02   0.123485E-02   0.661999E-10   0.134663E-07   0.661999E-10   0.919385E-10
  5526   0.454676E-01  -0.128303E-02   0.134557E-07  -0.128303E-02   0.123044E-02   0.662789E-10   0.134557E-07   0.662789E-10   0.918702E-10
  5527   0.454084E-01  -0.128180E-02   0.134451E-07  -0.128180E-02   0.122602E-02   0.663569E-10   0.134451E-07   0.663569E-10   0.918020E-10
  5528   0.453469E-01  -0.128049E-02   0.134346E-07  -0.128049E-02   0.122153E-02   0.664338E-10   0.134346E-07   0.664338E-10   0.917338E-10
  5529   0.452884E-01  -0.127918E-02   0.134241E-07  -0.127918E-02   0.121711E-02   0.665096E-10   0.134241E-07   0.665096E-10   0.916657E-10
  5530   0.452284E-01  -0.127764E-02   0.134136E-07  -0.127764E-02   0.121269E-02   0.665844E-10   0.134136E-07   0.665844E-10   0.915976E-10
  5531   0.451692E-01  -0.127602E-02   0.134031E-07  -0.127602E-02   0.120835E-02   0.666582E-10   0.134031E-07   0.666582E-10   0.915296E-10
  5532   0.451101E-01  -0.127433E-02   0.133927E-07  -0.127433E-02   0.120400E-02   0.667309E-10   0.133927E-07   0.667309E-10   0.914616E-10
  5533   0.450509E-01  -0.127257E-02   0.133823E-07  -0.127257E-02   0.119957E-02   0.668026E-10   0.133823E-07   0.668026E-10   0.913937E-10
  5534   0.449925E-01  -0.127065E-02   0.133719E-07  -0.127065E-02   0.119515E-02   0.668732E-10   0.133719E-07   0.668732E-10   0.913258E-10
  5535   0.449349E-01  -0.126865E-02   0.133615E-07  -0.126865E-02   0.119072E-02   0.669429E-10   0.133615E-07   0.669429E-10   0.912580E-10
  5536   0.448765E-01  -0.126651E-02   0.133511E-07  -0.126651E-02   0.118629E-02   0.670114E-10   0.133511E-07   0.670114E-10   0.911903E-10
  5537   0.448189E-01  -0.126436E-02   0.133408E-07  -0.126436E-02   0.118194E-02   0.670790E-10   0.133408E-07   0.670790E-10   0.911226E-10
  5538   0.447605E-01  -0.126206E-02   0.133305E-07  -0.126206E-02   0.117758E-02   0.671455E-10   0.133305E-07   0.671455E-10   0.910550E-10
  5539   0.447037E-01  -0.125976E-02   0.133202E-07  -0.125976E-02   0.117322E-02   0.672110E-10   0.133202E-07   0.672110E-10   0.909874E-10
  5540   0.446469E-01  -0.125723E-02   0.133099E-07  -0.125723E-02   0.116894E-02   0.672754E-10   0.133099E-07   0.672754E-10   0.909198E-10
  5541   0.445901E-01  -0.125463E-02   0.132997E-07  -0.125463E-02   0.116450E-02   0.673389E-10   0.132997E-07   0.673389E-10   0.908524E-10
  5542   0.445326E-01  -0.125202E-02   0.132894E-07  -0.125202E-02   0.116029E-02   0.674013E-10   0.132894E-07   0.674013E-10   0.907849E-10
  5543   0.444766E-01  -0.124927E-02   0.132792E-07  -0.124927E-02   0.115585E-02   0.674627E-10   0.132792E-07   0.674627E-10   0.907176E-10
  5544   0.444206E-01  -0.124643E-02   0.132690E-07  -0.124643E-02   0.115156E-02   0.675231E-10   0.132690E-07   0.675231E-10   0.906503E-10
  5545   0.443638E-01  -0.124352E-02   0.132589E-07  -0.124352E-02   0.114734E-02   0.675824E-10   0.132589E-07   0.675824E-10   0.905830E-10
  5546   0.443079E-01  -0.124046E-02   0.132487E-07  -0.124046E-02   0.114297E-02   0.676408E-10   0.132487E-07   0.676408E-10   0.905158E-10
  5547   0.442526E-01  -0.123732E-02   0.132386E-07  -0.123732E-02   0.113868E-02   0.676982E-10   0.132386E-07   0.676982E-10   0.904486E-10
  5548   0.441960E-01  -0.123411E-02   0.132285E-07  -0.123411E-02   0.113446E-02   0.677545E-10   0.132285E-07   0.677545E-10   0.903815E-10
  5549   0.441415E-01  -0.123082E-02   0.132184E-07  -0.123082E-02   0.113023E-02   0.678098E-10   0.132184E-07   0.678098E-10   0.903145E-10
  5550   0.440856E-01  -0.122745E-02   0.132084E-07  -0.122745E-02   0.112593E-02   0.678642E-10   0.132084E-07   0.678642E-10   0.902475E-10
  5551   0.440312E-01  -0.122401E-02   0.131983E-07  -0.122401E-02   0.112163E-02   0.679175E-10   0.131983E-07   0.679175E-10   0.901806E-10
  5552   0.439753E-01  -0.122041E-02   0.131883E-07  -0.122041E-02   0.111748E-02   0.679699E-10   0.131883E-07   0.679699E-10   0.901137E-10
  5553   0.439210E-01  -0.121681E-02   0.131783E-07  -0.121681E-02   0.111325E-02   0.680212E-10   0.131783E-07   0.680212E-10   0.900469E-10
  5554   0.438659E-01  -0.121306E-02   0.131683E-07  -0.121306E-02   0.110902E-02   0.680716E-10   0.131683E-07   0.680716E-10   0.899801E-10
  5555   0.438108E-01  -0.120924E-02   0.131584E-07  -0.120924E-02   0.110486E-02   0.681209E-10   0.131584E-07   0.681209E-10   0.899133E-10
  5556   0.437565E-01  -0.120534E-02   0.131484E-07  -0.120534E-02   0.110071E-02   0.681693E-10   0.131484E-07   0.681693E-10   0.898467E-10
  5557   0.437014E-01  -0.120143E-02   0.131385E-07  -0.120143E-02   0.109655E-02   0.682167E-10   0.131385E-07   0.682167E-10   0.897800E-10
  5558   0.436471E-01  -0.119738E-02   0.131286E-07  -0.119738E-02   0.109238E-02   0.682631E-10   0.131286E-07   0.682631E-10   0.897135E-10
  5559   0.435914E-01  -0.119332E-02   0.131187E-07  -0.119332E-02   0.108822E-02   0.683085E-10   0.131187E-07   0.683085E-10   0.896470E-10
  5560   0.435371E-01  -0.118911E-02   0.131089E-07  -0.118911E-02   0.108406E-02   0.683529E-10   0.131089E-07   0.683529E-10   0.895805E-10
  5561   0.434829E-01  -0.118483E-02   0.130991E-07  -0.118483E-02   0.108004E-02   0.683964E-10   0.130991E-07   0.683964E-10   0.895141E-10
  5562   0.434287E-01  -0.118047E-02   0.130892E-07  -0.118047E-02   0.107595E-02   0.684389E-10   0.130892E-07   0.684389E-10   0.894477E-10
  5563   0.433745E-01  -0.117603E-02   0.130794E-07  -0.117603E-02   0.107193E-02   0.684804E-10   0.130794E-07   0.684804E-10   0.893814E-10
  5564   0.433203E-01  -0.117166E-02   0.130697E-07  -0.117166E-02   0.106791E-02   0.685209E-10   0.130697E-07   0.685209E-10   0.893151E-10
  5565   0.432661E-01  -0.116715E-02   0.130599E-07  -0.116715E-02   0.106381E-02   0.685605E-10   0.130599E-07   0.685605E-10   0.892489E-10
  5566   0.432127E-01  -0.116248E-02   0.130502E-07  -0.116248E-02   0.105979E-02   0.685991E-10   0.130502E-07   0.685991E-10   0.891828E-10
  5567   0.431578E-01  -0.115781E-02   0.130405E-07  -0.115781E-02   0.105584E-02   0.686368E-10   0.130405E-07   0.686368E-10   0.891167E-10
  5568   0.431037E-01  -0.115299E-02   0.130308E-07  -0.115299E-02   0.105182E-02   0.686734E-10   0.130308E-07   0.686734E-10   0.890506E-10
  5569   0.430503E-01  -0.114824E-02   0.130211E-07  -0.114824E-02   0.104786E-02   0.687092E-10   0.130211E-07   0.687092E-10   0.889846E-10
  5570   0.429954E-01  -0.114334E-02   0.130115E-07  -0.114334E-02   0.104398E-02   0.687439E-10   0.130115E-07   0.687439E-10   0.889187E-10
  5571   0.429421E-01  -0.113844E-02   0.130018E-07  -0.113844E-02   0.103996E-02   0.687777E-10   0.130018E-07   0.687777E-10   0.888528E-10
  5572   0.428880E-01  -0.113346E-02   0.129922E-07  -0.113346E-02   0.103600E-02   0.688106E-10   0.129922E-07   0.688106E-10   0.887869E-10
  5573   0.428332E-01  -0.112833E-02   0.129826E-07  -0.112833E-02   0.103219E-02   0.688425E-10   0.129826E-07   0.688425E-10   0.887211E-10
  5574   0.427785E-01  -0.112320E-02   0.129730E-07  -0.112320E-02   0.102823E-02   0.688734E-10   0.129730E-07   0.688734E-10   0.886554E-10
  5575   0.427244E-01  -0.111807E-02   0.129635E-07  -0.111807E-02   0.102449E-02   0.689034E-10   0.129635E-07   0.689034E-10   0.885897E-10
  5576   0.426704E-01  -0.111286E-02   0.129540E-07  -0.111286E-02   0.102061E-02   0.689325E-10   0.129540E-07   0.689325E-10   0.885240E-10
  5577   0.426165E-01  -0.110750E-02   0.129444E-07  -0.110750E-02   0.101687E-02   0.689606E-10   0.129444E-07   0.689606E-10   0.884584E-10
  5578   0.425625E-01  -0.110221E-02   0.129349E-07  -0.110221E-02   0.101305E-02   0.689878E-10   0.129349E-07   0.689878E-10   0.883929E-10
  5579   0.425078E-01  -0.109684E-02   0.129255E-07  -0.109684E-02   0.100931E-02   0.690140E-10   0.129255E-07   0.690140E-10   0.883274E-10
  5580   0.424531E-01  -0.109140E-02   0.129160E-07  -0.109140E-02   0.100557E-02   0.690393E-10   0.129160E-07   0.690393E-10   0.882619E-10
  5581   0.423999E-01  -0.108596E-02   0.129066E-07  -0.108596E-02   0.100189E-02   0.690637E-10   0.129066E-07   0.690637E-10   0.881965E-10
  5582   0.423445E-01  -0.108036E-02   0.128972E-07  -0.108036E-02   0.998148E-03   0.690871E-10   0.128972E-07   0.690871E-10   0.881312E-10
  5583   0.422906E-01  -0.107484E-02   0.128878E-07  -0.107484E-02   0.994475E-03   0.691096E-10   0.128878E-07   0.691096E-10   0.880659E-10
  5584   0.422367E-01  -0.106924E-02   0.128784E-07  -0.106924E-02   0.990801E-03   0.691312E-10   0.128784E-07   0.691312E-10   0.880006E-10
  5585   0.421814E-01  -0.106357E-02   0.128690E-07  -0.106357E-02   0.987200E-03   0.691519E-10   0.128690E-07   0.691519E-10   0.879354E-10
  5586   0.421268E-01  -0.105789E-02   0.128597E-07  -0.105789E-02   0.983597E-03   0.691716E-10   0.128597E-07   0.691716E-10   0.878703E-10
  5587   0.420715E-01  -0.105214E-02   0.128504E-07  -0.105214E-02   0.979994E-03   0.691904E-10   0.128504E-07   0.691904E-10   0.878052E-10
  5588   0.420177E-01  -0.104638E-02   0.128411E-07  -0.104638E-02   0.976389E-03   0.692083E-10   0.128411E-07   0.692083E-10   0.877401E-10
  5589   0.419624E-01  -0.104055E-02   0.128318E-07  -0.104055E-02   0.972857E-03   0.692253E-10   0.128318E-07   0.692253E-10   0.876751E-10
  5590   0.419078E-01  -0.103471E-02   0.128225E-07  -0.103471E-02   0.969398E-03   0.692414E-10   0.128225E-07   0.692414E-10   0.876101E-10
  5591   0.418526E-01  -0.102880E-02   0.128133E-07  -0.102880E-02   0.965789E-03   0.692566E-10   0.128133E-07   0.692566E-10   0.875452E-10
  5592   0.417973E-01  -0.102289E-02   0.128041E-07  -0.102289E-02   0.962328E-03   0.692708E-10   0.128041E-07   0.692708E-10   0.874804E-10
  5593   0.417428E-01  -0.101697E-02   0.127949E-07  -0.101697E-02   0.958940E-03   0.692842E-10   0.127949E-07   0.692842E-10   0.874155E-10
  5594   0.416869E-01  -0.101091E-02   0.127857E-07  -0.101091E-02   0.955476E-03   0.692966E-10   0.127857E-07   0.692966E-10   0.873508E-10
  5595   0.416324E-01  -0.100499E-02   0.127765E-07  -0.100499E-02   0.952085E-03   0.693081E-10   0.127765E-07   0.693081E-10   0.872861E-10
  5596   0.415772E-01  -0.998919E-03   0.127673E-07  -0.998919E-03   0.948768E-03   0.693188E-10   0.127673E-07   0.693188E-10   0.872214E-10
  5597   0.415221E-01  -0.992847E-03   0.127582E-07  -0.992847E-03   0.945375E-03   0.693285E-10   0.127582E-07   0.693285E-10   0.871568E-10
  5598   0.414662E-01  -0.986773E-03   0.127491E-07  -0.986773E-03   0.942055E-03   0.693374E-10   0.127491E-07   0.693374E-10   0.870922E-10
  5599   0.414110E-01  -0.980696E-03   0.127400E-07  -0.980696E-03   0.938733E-03   0.693453E-10   0.127400E-07   0.693453E-10   0.870277E-10
  5600   0.413559E-01  -0.974543E-03   0.127309E-07  -0.974543E-03   0.935485E-03   0.693524E-10   0.127309E-07   0.693524E-10   0.869632E-10
  5601   0.413001E-01  -0.968388E-03   0.127219E-07  -0.968388E-03   0.932236E-03   0.693585E-10   0.127219E-07   0.693585E-10   0.868987E-10
  5602   0.412442E-01  -0.962306E-03   0.127128E-07  -0.962306E-03   0.928986E-03   0.693638E-10   0.127128E-07   0.693638E-10   0.868344E-10
  5603   0.411884E-01  -0.956147E-03   0.127038E-07  -0.956147E-03   0.925734E-03   0.693682E-10   0.127038E-07   0.693682E-10   0.867700E-10
  5604   0.411318E-01  -0.949911E-03   0.126948E-07  -0.949911E-03   0.922630E-03   0.693717E-10   0.126948E-07   0.693717E-10   0.867057E-10
  5605   0.410760E-01  -0.943674E-03   0.126858E-07  -0.943674E-03   0.919376E-03   0.693744E-10   0.126858E-07   0.693744E-10   0.866415E-10
  5606   0.410203E-01  -0.937508E-03   0.126769E-07  -0.937508E-03   0.916269E-03   0.693761E-10   0.126769E-07   0.693761E-10   0.865773E-10
  5607   0.409630E-01  -0.931267E-03   0.126679E-07  -0.931267E-03   0.913235E-03   0.693770E-10   0.126679E-07   0.693770E-10   0.865131E-10
  5608   0.409065E-01  -0.925023E-03   0.126590E-07  -0.925023E-03   0.910052E-03   0.693770E-10   0.126590E-07   0.693770E-10   0.864490E-10
  5609   0.408515E-01  -0.918852E-03   0.126501E-07  -0.918852E-03   0.907016E-03   0.693762E-10   0.126501E-07   0.693762E-10   0.863850E-10
  5610   0.407943E-01  -0.912604E-03   0.126412E-07  -0.912604E-03   0.903979E-03   0.693744E-10   0.126412E-07   0.693744E-10   0.863209E-10
  5611   0.407378E-01  -0.906280E-03   0.126323E-07  -0.906280E-03   0.901015E-03   0.693718E-10   0.126323E-07   0.693718E-10   0.862570E-10
